sent_id	index	Inflection/Surface form	Stem / Root	Category	Gender	Number	Person	Case	Vib	TAM	Voice	head_inflection	head_stem	karka Relation
3930	17	अहम	अहम	adj	any	any	-	-	-	-	-	थी	था	k1s
3930	18	थी	था	v	f	sg	any	-	था	WA	active	ROOT	ROOT	main
3930	19	।	।	punc	-	-	-	-	-	-	-	थी	था	rsym
3931	1	इसके	यह	pn	any	sg	3	o	0_पूर्व	ke	-	हुआ	हो	k7t
3931	2	पूर्व	पूर्व	nst	m	sg	3	d	-	-	-	इसके	यह	lwg__psp
3931	3	पणज़ी	पणज़ी	n	m	sg	3	o	0_में	0	-	हुआ	हो	k7
3931	4	में	में	psp	-	-	-	-	-	-	-	पणज़ी	पणज़ी	lwg__psp
3931	5	रंगारंग	रंगारंग	adj	any	any	-	o	-	-	-	कार्निवाल	कार्निवाल	nmod__adj
3931	6	कार्निवाल	कार्निवाल	n	m	sg	3	o	0_का	0	-	समारोह	समारोह	r6
3931	7	के	का	psp	m	sg	-	o	-	-	-	कार्निवाल	कार्निवाल	lwg__psp
3931	8	३६वें	३६वाँ	n	m	sg	3	d	0	0	-	समारोह	समारोह	pof__cn
3931	9	अंतर्राष्ट्रीय	अंतर्राष्ट्रीय	adj	any	any	-	o	-	-	-	समारोह	समारोह	pof__cn
3931	10	फिल्म	फिल्म	n	f	sg	3	d	0	0	-	समारोह	समारोह	pof__cn
3931	11	समारोह	समारोह	n	m	sg	3	o	0_का	0	-	शुभारंभ	शुभारंभ	r6
3931	12	का	का	psp	m	sg	-	d	-	-	-	समारोह	समारोह	lwg__psp
3931	13	शुभारंभ	शुभारंभ	n	m	sg	3	d	0	0	-	हुआ	हो	k1
3931	14	बड़े	बडा	adj	m	sg	-	o	-	-	-	धूमधाम	धूमधाम	nmod__adj
3931	15	ही	ही	avy	-	-	-	-	-	-	-	बड़े	बडा	lwg__rp
3931	16	धूमधाम	धूमधाम	n	f	sg	3	o	0_से	0	-	हुआ	हो	adv
3931	17	से	से	psp	-	-	-	-	-	-	-	धूमधाम	धूमधाम	lwg__psp
3931	18	हुआ	हो	v	m	sg	any	-	या	yA	active	ROOT	ROOT	main
3931	19	।	।	punc	-	-	-	-	-	-	-	हुआ	हो	rsym
3932	1	महोत्सव	महोत्सव	n	m	sg	3	o	0_का	0	-	व्यवस्था	व्यवस्था	r6
3932	2	की	का	psp	f	sg	-	o	-	-	-	महोत्सव	महोत्सव	lwg__psp
3932	3	सुरक्षा	सुरक्षा	n	f	sg	3	d	0	0	-	व्यवस्था	व्यवस्था	pof__cn
3932	4	व्यवस्था	व्यवस्था	n	f	sg	3	o	0_को	0	-	लेकर	ले	k2
3932	5	को	को	psp	-	-	-	-	-	-	-	व्यवस्था	व्यवस्था	lwg__psp
3932	6	लेकर	ले	v	any	any	any	-	कर	kara	-	किए	कर	vmod
3932	7	प्रशासन	प्रशासन	n	m	sg	3	o	0_के_द्वारा	0	-	किए	कर	k1
3932	8	के	के	psp	-	-	-	-	-	-	-	प्रशासन	प्रशासन	lwg__psp
3932	9	द्वारा	द्वारा	psp	-	-	-	-	-	-	-	प्रशासन	प्रशासन	lwg__psp
3932	10	कड़े	कडा	adj	m	pl	-	d	-	-	-	इंतजाम	इंतजाम	nmod__adj
3932	11	इंतजाम	इंतजाम	n	m	pl	3	d	0	0	-	किए	कर	pof
3932	12	किए	कर	v	m	pl	3	-	या_जा+या१_है	yA	passive	और	और	ccof
3932	13	गये	जा	v	m	pl	any	-	या१	yA1	-	किए	कर	lwg__vaux
3932	14	हैं	है	v	any	pl	3	-	है	hE	-	गये	जा	lwg__vaux_cont
3932	15	और	और	avy	-	-	-	-	-	-	-	ROOT	ROOT	main
3932	16	वह	वह	pn	any	sg	3	d	0	0	-	चाहता	चाह	k1
3932	17	किसी	कोई	pn	any	sg	3	o	0	0	-	तरह	तरह	mod
3932	18	भी	भी	avy	-	-	-	-	-	-	-	किसी	कोई	lwg__rp
3932	19	तरह	तरह	n	f	sg	3	o	0_का	0	-	कोताही	कोताही	r6
3932	20	की	का	psp	f	sg	-	d	-	-	-	तरह	तरह	lwg__psp
3932	21	कोताही	कोताही	n	f	sg	3	d	0	0	-	बरतना	बरत	k2
3932	22	नहीं	नहीं	avy	-	-	-	-	-	-	-	बरतना	बरत	lwg__neg
3932	23	बरतना	बरत	v	any	any	any	d	ना	nA	-	चाहता	चाह	k2
3932	24	चाहता	चाह	v	m	sg	any	-	ता	wA	active	और	और	ccof
3932	25	।	।	punc	-	-	-	-	-	-	-	और	और	rsym
3933	1	उधर	उधर	nst	m	sg	3	d	-	-	-	किया	कर	sent-adv
3933	2	एक	एक	num	any	any	-	any	-	-	-	समाचार	समाचार	nmod__adj
3933	3	अन्य	अन्य	adj	any	any	-	o	-	-	-	समाचार	समाचार	nmod__adj
3933	4	समाचार	समाचार	n	m	sg	3	o	0_के_अनुसार	0	-	किया	कर	k7a
3933	5	के	के	psp	-	-	-	-	-	-	-	समाचार	समाचार	lwg__psp
3933	6	अनुसार	अनुसार	psp	-	-	-	-	-	-	-	समाचार	समाचार	lwg__psp
3933	7	कार्यक्रम	कार्यक्रम	n	m	sg	3	o	0_में	0	-	करते	कर	k7
3933	8	में	में	psp	-	-	-	-	-	-	-	कार्यक्रम	कार्यक्रम	lwg__psp
3933	9	बदलाव	बदलाव	n	m	sg	3	d	0	0	-	करते	कर	pof
3933	10	करते	कर	v	m	sg	any	-	ता_हो+या	wA	-	किया	कर	vmod
3933	11	हुए	हो	v	m	sg	any	-	या	yA	-	करते	कर	lwg__vaux
3933	12	देवानंद	देवानंद	n	m	sg	3	o	0_ने	0	-	किया	कर	k1
3933	13	ने	ने	psp	-	-	-	-	-	-	-	देवानंद	देवानंद	lwg__psp
3933	14	अंतरराष्ट्रीय	अंतरराष्ट्रीय	adj	any	any	-	o	-	-	-	समारोह	समारोह	pof__cn
3933	15	फिल्म	फिल्म	n	f	sg	3	d	0	0	-	समारोह	समारोह	pof__cn
3933	16	समारोह	समारोह	n	m	sg	3	o	0_में	0	-	करने	कर	k7
3933	17	में	में	psp	-	-	-	-	-	-	-	समारोह	समारोह	lwg__psp
3933	18	अपनी	अपना	pn	f	any	any	o	0	0	-	फिल्म	फिल्म	r6
3933	19	नई	नया	adj	f	sg	-	o	-	-	-	फिल्म	फिल्म	nmod__adj
3933	20	फिल्म	फिल्म	n	f	sg	3	o	0	0	-	मिनिस्टर	मिनिस्टर	nmod
3933	21	मिस्टर	मिस्टर	n	m	sg	3	d	0	0	-	मिनिस्टर	मिनिस्टर	pof__cn
3933	22	प्राइम	प्राइम	adj	any	any	-	o	-	-	-	मिनिस्टर	मिनिस्टर	pof__cn
3933	23	मिनिस्टर	मिनिस्टर	n	m	sg	3	o	0_का	0	-	प्रदर्शन	प्रदर्शन	r6-k2
3933	24	का	का	psp	m	sg	-	d	-	-	-	मिनिस्टर	मिनिस्टर	lwg__psp
3933	25	प्रदर्शन	प्रदर्शन	n	m	sg	3	d	0	0	-	करने	कर	pof
3933	26	नहीं	नहीं	avy	-	-	-	-	-	-	-	करने	कर	lwg__neg
3933	27	करने	कर	v	any	sg	any	o	ना_का	nA	-	फैसला	फैसला	r6-k2
3933	28	का	का	psp	m	sg	-	d	-	-	-	करने	कर	lwg__psp
3933	29	फैसला	फैसला	n	m	sg	3	d	0	0	-	किया	कर	pof
3933	30	किया	कर	v	m	sg	3	-	या_है	yA	active	ROOT	ROOT	main
3933	31	है	है	v	any	sg	3	-	है	hE	-	किया	कर	lwg__vaux
3933	32	।	।	punc	-	-	-	-	-	-	-	किया	कर	rsym
3934	1	दरअसल	दरअसल	adv	-	-	-	-	-	-	-	चाहते	चाह	sent-adv
3934	2	वह	वह	pn	any	sg	3	d	0	0	-	चाहते	चाह	k1
3934	3	इस	यह	pn	any	sg	3	o	-	-	-	फिल्म	फिल्म	nmod__adj
3934	4	फिल्म	फिल्म	n	f	sg	3	o	0_को	0	-	दिखाना	दिखा	k2
3934	5	को	को	psp	-	-	-	-	-	-	-	फिल्म	फिल्म	lwg__psp
3934	6	सबसे	सबसे	adj	any	any	-	d	-	-	-	पहले	पहले	nmod__adj
3934	7	पहले	पहले	nst	m	sg	3	d	-	-	-	दिखाना	दिखा	k7t
3934	8	प्रधानमंत्री	प्रधानमंत्री	n	m	sg	3	d	0	0	-	सिंह	सिंह	nmod__adj
3934	9	मनमोहन	मनमोहन	n	m	sg	3	d	0	0	-	सिंह	सिंह	pof__cn
3934	10	सिंह	सिंह	n	m	sg	3	o	0_को	0	-	दिखाना	दिखा	k4
3934	11	को	को	psp	-	-	-	-	-	-	-	सिंह	सिंह	lwg__psp
3934	12	दिखाना	दिखा	v	any	any	any	d	ना	nA	-	चाहते	चाह	k7t
3934	13	चाहते	चाह	v	m	sg	3h	-	ता_है	wA	active	ROOT	ROOT	main
3934	14	हैं	है	v	any	sg	3h	-	है	hE	-	चाहते	चाह	lwg__vaux
3934	15	।	।	punc	-	-	-	-	-	-	-	चाहते	चाह	rsym
3935	1	देवानंद	देवानंद	n	m	sg	3	o	0_ने	0	-	बताया	बता	k1
3935	2	ने	ने	psp	-	-	-	-	-	-	-	देवानंद	देवानंद	lwg__psp
3935	3	बृहस्पतिवार	बृहस्पतिवार	n	m	sg	3	o	0_को	0	-	बताया	बता	k7t
3935	4	को	को	psp	-	-	-	-	-	-	-	बृहस्पतिवार	बृहस्पतिवार	lwg__psp
3935	5	एक	एक	num	any	any	-	any	-	-	-	चैनल	चैनल	nmod__adj
3935	6	टीवी	टीवी	n	m	sg	3	d	0	0	-	चैनल	चैनल	pof__cn
3935	7	चैनल	चैनल	n	m	sg	3	o	0_से	0	-	बातचीत	बातचीत	nmod
3935	8	से	से	psp	-	-	-	-	-	-	-	चैनल	चैनल	lwg__psp
3935	9	बातचीत	बातचीत	n	f	sg	3	o	0_के_दौरान	0	-	बताया	बता	k7t
3935	10	के	के	psp	-	-	-	-	-	-	-	बातचीत	बातचीत	lwg__psp
3935	11	दौरान	दौरान	nst	m	sg	3	d	-	-	-	बातचीत	बातचीत	lwg__psp
3935	12	बताया	बता	v	m	sg	any	-	या	yA	active	ROOT	ROOT	main
3935	13	कि	कि	avy	-	-	-	-	-	-	-	बताया	बता	k2
3935	14	वह	वह	pn	any	sg	3	d	0	0	-	चाहते	चाह	k1
3935	15	कई	कई	avy	-	-	-	-	-	-	-	कारणों	कारण	nmod__adj
3935	16	कारणों	कारण	n	m	pl	3	o	0_से	0	-	करना	कर	rh
3935	17	से	से	psp	-	-	-	-	-	-	-	कारणों	कारण	lwg__psp
3935	18	अपनी	अपना	pn	f	any	any	o	0	0	-	फिल्म	फिल्म	r6
3935	19	नई	नया	adj	f	sg	-	o	-	-	-	फिल्म	फिल्म	nmod__adj
3935	20	फिल्म	फिल्म	n	f	sg	3	o	0_को	0	-	करना	कर	k2
3935	21	को	को	psp	-	-	-	-	-	-	-	फिल्म	फिल्म	lwg__psp
3935	22	इस	यह	pn	any	sg	3	o	-	-	-	समारोह	समारोह	nmod__adj
3935	23	समारोह	समारोह	n	m	sg	3	o	0_में	0	-	करना	कर	k7
3935	24	में	में	psp	-	-	-	-	-	-	-	समारोह	समारोह	lwg__psp
3935	25	शामिल	शामिल	adj	any	any	-	-	-	-	-	करना	कर	pof
3935	26	नहीं	नहीं	avy	-	-	-	-	-	-	-	करना	कर	lwg__neg
3935	27	करना	कर	v	any	any	any	d	ना	nA	-	चाहते	चाह	k2
3935	28	चाहते	चाह	v	m	sg	3h	-	ता	wA	active	कि	कि	ccof
3935	29	।	।	punc	-	-	-	-	-	-	-	बताया	बता	rsym
3936	1	वह	वह	pn	any	sg	3	d	0	0	-	चाहते	चाह	k1
3936	2	पहले	पहला	nst	m	sg	3	d	-	-	-	दिखाना	दिखा	k7t
3936	3	अपने	अपना	pn	m	any	any	o	0	0	-	प्रधानमंत्री	प्रधानमंत्री	r6
3936	4	प्रधानमंत्री	प्रधानमंत्री	n	m	sg	3	o	0_को	0	-	दिखाना	दिखा	jk1
3936	5	को	को	psp	-	-	-	-	-	-	-	प्रधानमंत्री	प्रधानमंत्री	lwg__psp
3936	6	यह	यह	pn	any	sg	3	d	-	-	-	फिल्म	फिल्म	nmod__adj
3936	7	फिल्म	फिल्म	n	f	sg	3	d	0	0	-	दिखाना	दिखा	k2
3936	8	दिखाना	दिखा	v	any	any	any	d	ना	nA	-	चाहते	चाह	k2
3936	9	चाहते	चाह	v	m	sg	3h	-	ता_है	wA	active	ROOT	ROOT	main
3936	10	हैं	है	v	any	sg	3h	-	है	hE	-	चाहते	चाह	lwg__vaux
3936	11	।	।	punc	-	-	-	-	-	-	-	चाहते	चाह	rsym
3937	1	देवानंद	देवानंद	n	m	sg	3	o	0_ने	0	-	बताया	बता	k1
3937	2	ने	ने	psp	-	-	-	-	-	-	-	देवानंद	देवानंद	lwg__psp
3937	3	बताया	बता	v	m	sg	any	-	या	yA	active	ROOT	ROOT	main
3937	4	कि	कि	avy	-	-	-	-	-	-	-	बताया	बता	k2
3937	5	उनकी	वह	pn	f	sg	3h	o	का	kA	-	फिल्म	फिल्म	r6
3937	6	यह	यह	pn	any	sg	3	d	-	-	-	फिल्म	फिल्म	nmod__adj
3937	7	फिल्म	फिल्म	n	f	sg	3	d	0	0	-	होगी	हो	k1
3937	8	३०	३०	n	any	sg	3	d	0	0	-	नवंबर	नवंबर	pof__cn
3937	9	नवंबर	नवंबर	n	m	sg	3	o	0_को	0	-	होगी	हो	k7t
3937	10	को	को	psp	-	-	-	-	-	-	-	नवंबर	नवंबर	lwg__psp
3937	11	रिलीज	रिलीज	unk	-	-	-	-	-	-	-	होगी	हो	pof
3937	12	होगी	हो	v	f	sg	3	-	गा	gA	active	कि	कि	ccof
3937	13	।	।	punc	-	-	-	-	-	-	-	बताया	बता	rsym
3938	1	कानून	कानून	n	m	sg	3	d	0	0	-	मंत्री	मंत्री	pof__cn
3938	2	और	और	avy	-	-	-	-	-	-	-	मंत्री	मंत्री	pof__cn
3938	3	न्याय	न्याय	n	m	sg	3	d	0	0	-	मंत्री	मंत्री	pof__cn
3938	4	मंत्री	मंत्री	n	m	sg	3	d	0	0	-	भारद्वाज	भारद्वाज	nmod__adj
3938	5	हंसराज	हंसराज	n	m	sg	3	d	0	0	-	भारद्वाज	भारद्वाज	pof__cn
3938	6	भारद्वाज	भारद्वाज	n	any	sg	3	o	0_ने	0	-	दिया	दे	k1
3938	7	ने	ने	psp	-	-	-	-	-	-	-	भारद्वाज	भारद्वाज	lwg__psp
3938	8	आतंकवाद	आतंकवाद	n	m	sg	3	o	0_से	0	-	जुड़े	जुड़	ras-k1
3938	9	से	से	psp	-	-	-	-	-	-	-	आतंकवाद	आतंकवाद	lwg__psp
3938	10	जुड़े	जुड़	v	m	pl	any	-	या	yA	-	मामलों	मामला	nmod__k1inv
3938	11	मामलों	मामला	n	m	pl	3	o	0_का	0	-	निपटारे	निपटारा	r6
3938	12	के	का	psp	m	pl	-	o	-	-	-	मामलों	मामला	lwg__psp
3938	13	शीघ्र	शीघ्र	adj	any	any	-	d	-	-	-	निपटारे	निपटारा	nmod__adj
3938	14	निपटारे	निपटारा	n	m	pl	3	o	0	0	-	और	और	ccof
3938	15	और	और	avy	-	-	-	-	-	-	-	प्रावधान	प्रावधान	r6
3938	16	आतंकियों	आतंकी	n	m	pl	3	o	0_को	0	-	देने	दे	k4
3938	17	को	को	psp	-	-	-	-	-	-	-	आतंकियों	आतंकी	lwg__psp
3938	18	कठोर	कठोर	adj	any	any	-	d	-	-	-	व	व	ccof
3938	19	व	व	avy	-	-	-	-	-	-	-	दंड	दंड	nmod
3938	20	शीघ्र	शीघ्र	adj	any	any	-	d	-	-	-	व	व	ccof
3938	21	दंड	दंड	n	m	sg	3	d	0	0	-	देने	दे	pof
3938	22	देने	दे	v	any	sg	any	o	ना_का	nA	-	और	और	ccof
3938	23	के	का	psp	m	sg	-	o	-	-	-	देने	दे	lwg__psp
3938	24	प्रावधान	प्रावधान	n	m	sg	3	o	0_का	0	-	सुझाव	सुझाव	r6-k2
3938	25	का	का	psp	m	sg	-	d	-	-	-	प्रावधान	प्रावधान	lwg__psp
3938	26	सुझाव	सुझाव	n	m	sg	3	d	0	0	-	दिया	दे	pof
3938	27	दिया	दे	v	m	sg	3	-	या_है	yA	active	ROOT	ROOT	main
3938	28	है	है	v	any	sg	3	-	है	hE	-	दिया	दे	lwg__vaux
3938	29	।	।	punc	-	-	-	-	-	-	-	दिया	दे	rsym
3939	1	वे	वह	pn	any	sg	3h	d	0	0	-	कर	कर	k1
3939	2	कानून	कानून	n	m	sg	3	o	0	0	-	व	व	ccof
3939	3	व	व	avy	-	-	-	-	-	-	-	आयोजित	आयोजित	jjmod
3939	4	आतंकवाद	आतंकवाद	n	m	sg	3	o	0_पर	0	-	व	व	ccof
3939	5	पर	पर	psp	-	-	-	-	-	-	-	आतंकवाद	आतंकवाद	lwg__psp
3939	6	आयोजित	आयोजित	adj	any	any	-	o	-	-	-	सेमिनार	सेमिनार	nmod
3939	7	एक	एक	num	any	any	-	any	-	-	-	सेमिनार	सेमिनार	nmod__adj
3939	8	सेमिनार	सेमिनार	n	m	sg	3	o	0_में	0	-	कर	कर	k7
3939	9	में	में	psp	-	-	-	-	-	-	-	सेमिनार	सेमिनार	lwg__psp
3939	10	इंडियन	इंडियन	n	m	sg	3	d	0	0	-	जूरिस्ट	जूरिस्ट	pof__cn
3939	11	कौंसिल	कौंसिल	n	f	sg	3	d	0	0	-	जूरिस्ट	जूरिस्ट	pof__cn
3939	12	ऑफ	ऑफ	avy	-	-	-	-	-	-	-	जूरिस्ट	जूरिस्ट	pof__cn
3939	13	जूरिस्ट	जूरिस्ट	n	m	sg	3	o	0	0	-	कर	कर	k2
3939	14	(	(	punc	-	-	-	-	-	-	-	आईसीजे	आईसीजे	rsym
3939	15	आईसीजे	आईसीजे	n	m	sg	3	o	0	0	-	जूरिस्ट	जूरिस्ट	rs
3939	16	)	)	punc	-	-	-	-	-	-	-	आईसीजे	आईसीजे	rsym
3939	17	को	को	psp	-	-	-	-	-	-	-	जूरिस्ट	जूरिस्ट	fragof
3939	18	संबोधित	संबोधित	adj	any	any	-	-	-	-	-	कर	कर	pof
3939	19	कर	कर	v	any	sg	3h	-	0_रह+एं_था	0	active	ROOT	ROOT	main
3939	20	रहे	रह	v	any	sg	3h	-	एं	eM	-	कर	कर	lwg__vaux
3939	21	थे	था	v	m	sg	3h	-	था	WA	-	रहे	रह	lwg__vaux_cont
3939	22	।	।	punc	-	-	-	-	-	-	-	कर	कर	rsym
3940	1	सेमिनार	सेमिनार	n	m	sg	3	d	0	0	-	किया	कर	k2
3940	2	शनिवार	शनिवार	n	m	sg	3	o	0_को	0	-	किया	कर	k7t
3940	3	को	को	psp	-	-	-	-	-	-	-	शनिवार	शनिवार	lwg__psp
3940	4	'	SINGLE_QUOTE	punc	-	-	-	-	-	-	-	दिवस	दिवस	rsym
3940	5	लॉ	लॉ	n	m	sg	3	d	0	0	-	दिवस	दिवस	pof__cn
3940	6	दिवस	दिवस	n	m	sg	3	o	0_का	0	-	अवसर	अवसर	r6
3940	7	'	SINGLE_QUOTE	punc	-	-	-	-	-	-	-	दिवस	दिवस	rsym
3940	8	के	का	psp	m	sg	-	o	-	-	-	दिवस	दिवस	lwg__psp
3940	9	अवसर	अवसर	n	m	sg	3	o	0_पर	0	-	किया	कर	k7
3940	10	पर	पर	psp	-	-	-	-	-	-	-	अवसर	अवसर	lwg__psp
3940	11	आयोजित	आयोजित	adj	any	any	-	-	-	-	-	किया	कर	pof
3940	12	किया	कर	v	m	sg	any	-	या_जा+या1	yA	passive	ROOT	ROOT	main
3940	13	गया	जा	v	m	sg	any	-	या1	yA1	-	किया	कर	lwg__vaux
3940	14	।	।	punc	-	-	-	-	-	-	-	किया	कर	rsym
3941	1	भारद्वाज	भारद्वाज	n	any	sg	3	o	0_का	0	-	कहना	कह	k1
3941	2	का	का	psp	m	sg	-	d	-	-	-	भारद्वाज	भारद्वाज	lwg__psp
3941	3	कहना	कह	v	any	any	any	d	ना	nA	-	था	था	k1
3941	4	था	था	v	m	sg	any	-	था	WA	active	ROOT	ROOT	main
3941	5	कि	कि	avy	-	-	-	-	-	-	-	कहना	कह	k2
3941	6	आतंकवाद	आतंकवाद	n	m	sg	3	o	0_से	0	-	जुड़े	जुड़	vmod
3941	7	से	से	psp	-	-	-	-	-	-	-	आतंकवाद	आतंकवाद	lwg__psp
3941	8	जुड़े	जुड़	v	m	pl	any	-	या	yA	-	मामलों	मामला	nmod__k1inv
3941	9	मामलों	मामला	n	m	pl	3	o	0_का	0	-	सुनवाई	सुनवाई	r6-k1
3941	10	की	का	psp	f	sg	-	d	-	-	-	मामलों	मामला	lwg__psp
3941	11	सुनवाई	सुनवाई	n	f	sg	3	d	0	0	-	होनी	हो	pof
3941	12	जल्द	जल्द	adv	-	-	-	-	-	-	-	होनी	हो	adv
3941	13	होनी	हो	v	f	any	any	-	ना_चाहिए	nA	active	कि	कि	ccof
3941	14	चाहिए	चाहिए	v	any	any	any	-	0	0	-	होनी	हो	lwg__vaux
3941	15	।	।	punc	-	-	-	-	-	-	-	था	था	rsym
3942	1	साथ	साथ	nst	m	sg	3	o	0_में	-	-	दिया	दे	sent-adv
3942	2	में	में	psp	-	-	-	-	-	-	-	साथ	साथ	lwg__psp
