sent_id	index	Inflection/Surface form	Stem / Root	Category	Gender	Number	Person	Case	Vib	Tam	Voice	head_index	head_inflection	karaka Relation
9449	10	कि	कि	avy	-	-	-	-	-	-	-	9.0	किया	k2
9449	11	आखिर	आखिर	n	m	sg	3	o	0_में	0	-	21.0	देना	k7t
9449	12	में	में	psp	-	-	-	-	-	-	-	11.0	आखिर	lwg__psp
9449	13	कांग्रेस	कांग्रेस	n	f	sg	3	o	0_को	0	-	21.0	देना	k1
9449	14	को	को	psp	-	-	-	-	-	-	-	13.0	कांग्रेस	lwg__psp
9449	15	मजबूरन	मजबूरन	adv	-	-	-	-	-	-	-	21.0	देना	adv
9449	16	राजग	राजग	n	m	sg	3	o	0_का	0	-	18.0	प्रत्याशी	r6
9449	17	के	का	psp	m	sg	-	o	-	-	-	16.0	राजग	lwg__psp
9449	18	प्रत्याशी	प्रत्याशी	n	m	sg	3	o	0_को	0	-	21.0	देना	k4
9449	19	को	को	psp	-	-	-	-	-	-	-	18.0	प्रत्याशी	lwg__psp
9449	20	समर्थन	समर्थन	n	m	sg	3	d	0	0	-	21.0	देना	pof
9449	21	देना	दे	v	m	sg	any	-	ना_पड़+या	nA	active	10.0	कि	ccof
9449	22	पड़ा	पड़	v	m	sg	any	-	या	yA	-	21.0	देना	lwg__vaux
9449	23	।	।	punc	-	-	-	-	-	-	-	9.0	किया	rsym
9450	1	यह	यह	pn	any	sg	3	d	-	-	-	2.0	समर्थन	nmod__adj
9450	2	समर्थन	समर्थन	n	m	sg	3	d	0	0	-	24.0	हुआ	k1
9450	3	भी	भी	avy	-	-	-	-	-	-	-	2.0	समर्थन	lwg__rp
9450	4	दो	दो	num	any	any	-	any	-	-	-	5.0	दिन	nmod__adj
9450	5	दिन	दिन	n	m	sg	3	o	0_का	0	-	7.0	देरी	r6
9450	6	की	का	psp	f	sg	-	o	-	-	-	5.0	दिन	lwg__psp
9450	7	देरी	देरी	n	f	sg	3	o	0_से	0	-	24.0	हुआ	adv
9450	8	से	से	psp	-	-	-	-	-	-	-	7.0	देरी	lwg__psp
9450	9	'	SINGLE_QUOTE	punc	-	-	-	-	-	-	-	10.0	हां	rsym
9450	10	हां	हाँ	n	-	-	-	-	0_से	-	-	14.0	ना	nmod
9450	11	'	SINGLE_QUOTE	punc	-	-	-	-	-	-	-	10.0	हां	rsym
9450	12	से	से	psp	-	-	-	-	-	-	-	10.0	हां	lwg__psp
9450	13	'	SINGLE_QUOTE	punc	-	-	-	-	-	-	-	14.0	ना	rsym
9450	14	ना	ना	n	-	-	-	-	-	-	-	16.0	और	ccof
9450	15	'	SINGLE_QUOTE	punc	-	-	-	-	-	-	-	14.0	ना	rsym
9450	16	और	और	avy	-	-	-	-	-	-	-	24.0	हुआ	k7
9450	17	फिर	फिर	avy	-	-	-	-	-	-	-	16.0	और	lwg__rp
9450	18	वापस	वापस	adj	any	any	-	o	-	-	-	20.0	हां	nmod
9450	19	'	SINGLE_QUOTE	punc	-	-	-	-	-	-	-	20.0	हां	rsym
9450	20	हां	हाँ	n	f	sg	3	o	0_में	0	-	16.0	और	ccof
9450	21	'	SINGLE_QUOTE	punc	-	-	-	-	-	-	-	20.0	हां	rsym
9450	22	में	में	psp	-	-	-	-	-	-	-	20.0	हां	lwg__psp
9450	23	तब्दील	तब्दील	adj	any	any	-	-	-	-	-	24.0	हुआ	pof
9450	24	हुआ	हो	v	m	sg	any	-	या	yA	active	0.0	ROOT	main
9450	25	।	।	punc	-	-	-	-	-	-	-	24.0	हुआ	rsym
9451	1	1981	1981	n	m	sg	3	o	0_में	0	-	21.0	कहा	k7t
9451	2	में	में	psp	-	-	-	-	-	-	-	1.0	1981	lwg__psp
9451	3	इंदिरा	इंदिरा	n	f	sg	3	d	0	0	-	4.0	गांधी	pof__cn
9451	4	गांधी	गांधी	n	f	sg	3	o	0_के_समय_में	0	-	10.0	आने	k7t
9451	5	के	के	psp	m	-	-	o	-	-	-	4.0	गांधी	lwg__psp
9451	6	समय	समय	psp	m	-	-	o	-	-	-	4.0	गांधी	lwg__psp
9451	7	में	में	psp	-	-	-	-	-	-	-	4.0	गांधी	lwg__psp
9451	8	पीएमओ	पीएमओ	n	m	sg	3	o	0_में	0	-	10.0	आने	k7
9451	9	में	में	psp	-	-	-	-	-	-	-	8.0	पीएमओ	lwg__psp
9451	10	आने	आ	v	any	any	any	o	ना_के_लिए	nA	-	21.0	कहा	rt
9451	11	के	के	psp	-	-	-	-	-	-	-	10.0	आने	lwg__psp
9451	12	लिए	लिए	psp	-	-	-	-	-	-	-	10.0	आने	lwg__psp
9451	13	सिविल	सिविल	n	m	sg	3	d	0	0	-	14.0	सेवा	pof__cn
9451	14	सेवा	सेवा	n	f	sg	3	o	0_से	0	-	19.0	एलेक्जेंडर	k5
9451	15	से	से	psp	-	-	-	-	-	-	-	14.0	सेवा	lwg__psp
9451	16	इस्तीफा	इस्तीफा	n	m	sg	3	d	0	0	-	17.0	देने	k2
9451	17	देने	दे	v	any	sg	any	o	ना_वाला	nA	-	19.0	एलेक्जेंडर	k1
9451	18	वाले	वाला	psp	m	sg	-	o	-	-	-	17.0	देने	lwg__psp
9451	19	एलेक्जेंडर	एलेक्जेंडर	n	m	sg	3	o	0_ने	0	-	21.0	कहा	k1
9451	20	ने	ने	psp	-	-	-	-	-	-	-	19.0	एलेक्जेंडर	lwg__psp
9451	21	कहा	कह	v	m	sg	any	-	या	yA	active	0.0	ROOT	main
9451	22	कि	कि	avy	-	-	-	-	-	-	-	21.0	कहा	k2
9451	23	अगर	अगर	avy	-	-	-	-	-	-	-	53.0	मिल	vmod
9451	24	कांग्रेस	कांग्रेस	n	f	sg	3	o	0_ने	0	-	36.0	दिया	k1
9451	25	ने	ने	psp	-	-	-	-	-	-	-	24.0	कांग्रेस	lwg__psp
9451	26	कोई	कोई	pn	any	sg	3	d	0	0	-	27.0	समझौता	mod
9451	27	समझौता	समझौता	n	m	sg	3	d	0	0	-	29.0	करने	k2
9451	28	नहीं	नहीं	avy	-	-	-	-	-	-	-	29.0	करने	vmod
9451	29	करने	कर	v	any	sg	any	o	ना_वाला	nA	-	31.0	विपक्ष	nmod
9451	30	वाले	वाला	psp	m	sg	-	o	-	-	-	29.0	करने	lwg__psp
9451	31	विपक्ष	विपक्ष	n	m	sg	3	o	0	0	-	32.0	राजग	nmod
9451	32	राजग	राजग	n	m	sg	3	o	0_का	0	-	34.0	साथ	r6-k2
9451	33	का	का	psp	m	sg	-	d	-	-	-	32.0	राजग	lwg__psp
9451	34	साथ	साथ	nst	m	sg	3	d	-	-	-	36.0	दिया	pof
9451	35	नहीं	नहीं	avy	-	-	-	-	-	-	-	36.0	दिया	lwg__neg
9451	36	दिया	दे	v	m	sg	any	-	या_हो+ता	yA	active	23.0	अगर	ccof
9451	37	होता	हो	v	m	sg	any	-	ता	wA	-	36.0	दिया	lwg__vaux
9451	38	तो	तो	avy	-	-	-	-	-	-	-	22.0	कि	ccof
9451	39	उप	उप	n	m	sg	3	d	0	0	-	40.0	राष्ट्रपति	pof__cn
9451	40	राष्ट्रपति	राष्ट्रपति	n	m	sg	3	d	0	0	-	41.0	पद	nmod__adj
9451	41	पद	पद	n	m	sg	3	o	0_के_लिए	0	-	53.0	मिल	rt
9451	42	के	के	psp	-	-	-	-	-	-	-	41.0	पद	lwg__psp
9451	43	लिए	लिए	psp	-	-	-	-	-	-	-	41.0	पद	lwg__psp
9451	44	कांग्रेस	कांग्रेस	n	f	sg	3	o	0_का	0	-	50.0	राजग	r6
9451	45	के	का	psp	m	sg	-	o	-	-	-	44.0	कांग्रेस	lwg__psp
9451	46	किसी	कोई	pn	any	sg	3	o	0	0	-	48.0	प्रत्याशी	mod
9451	47	उपयुक्त	उपयुक्त	adj	any	any	-	o	-	-	-	48.0	प्रत्याशी	nmod__adj
9451	48	प्रत्याशी	प्रत्याशी	n	m	sg	3	o	0_पर	0	-	53.0	मिल	k7
9451	49	पर	पर	psp	-	-	-	-	-	-	-	48.0	प्रत्याशी	lwg__psp
9451	50	राजग	राजग	n	m	sg	3	o	0_का	0	-	52.0	समर्थन	r6
9451	51	का	का	psp	m	sg	-	d	-	-	-	50.0	राजग	lwg__psp
9451	52	समर्थन	समर्थन	n	m	sg	3	d	0	0	-	53.0	मिल	k1
9451	53	मिल	मिल	v	any	sg	any	-	0_जा+ता	0	active	38.0	तो	ccof
9451	54	जाता	जा	v	m	sg	any	-	ता	wA	-	53.0	मिल	lwg__vaux
9451	55	।	।	punc	-	-	-	-	-	-	-	21.0	कहा	rsym
9452	1	यह	यह	n	any	sg	3	d	-	-	-	4.0	हुआ	k1
9452	2	पहली	पहला	num	f	sg	-	d	-	-	-	3.0	बार	nmod__adj
9452	3	बार	बार	n	f	sg	3	d	0	0	-	4.0	हुआ	k7t
9452	4	हुआ	हो	v	m	sg	any	-	या	yA	active	0.0	ROOT	main
9452	5	कि	कि	avy	-	-	-	-	-	-	-	1.0	यह	rs
9452	6	राष्ट्रपति	राष्ट्रपति	n	m	sg	3	d	0	0	-	7.0	और	ccof
9452	7	और	और	avy	-	-	-	-	-	-	-	12.0	पदों	nmod
9452	8	उप	उप	n	m	sg	3	d	0	0	-	9.0	राष्ट्रपति	pof__cn
9452	9	राष्ट्रपति	राष्ट्रपति	n	m	sg	3	d	0	0	-	7.0	और	ccof
9452	10	दोनों	दो	num	any	pl	-	any	-	-	-	12.0	पदों	nmod__adj
9452	11	ही	ही	avy	-	-	-	-	-	-	-	10.0	दोनों	lwg__rp
9452	12	पदों	पद	n	m	pl	3	o	0_के_लिए	0	-	19.0	चली	rt
9452	13	के	के	psp	-	-	-	-	-	-	-	12.0	पदों	lwg__psp
9452	14	लिए	लिए	psp	-	-	-	-	-	-	-	12.0	पदों	lwg__psp
9452	15	कांग्रेस	कांग्रेस	n	f	sg	3	o	0_का	0	-	17.0	मर्जी	r6
9452	16	की	का	psp	f	sg	-	d	-	-	-	15.0	कांग्रेस	lwg__psp
9452	17	मर्जी	मर्जी	n	f	sg	3	d	0	0	-	19.0	चली	k1
9452	18	नहीं	नहीं	avy	-	-	-	-	-	-	-	19.0	चली	lwg__neg
9452	19	चली	चल	v	f	sg	any	-	या	yA	active	5.0	कि	ccof
9452	20	।	।	punc	-	-	-	-	-	-	-	4.0	हुआ	rsym
9453	1	तीन	तीन	num	any	any	-	any	-	-	-	2.0	भारतीय	nmod__adj
9453	2	भारतीय	भारतीय	n	any	any	3	o	0_सहित	0	-	14.0	निभा	vmod
9453	3	सहित	सहित	psp	-	-	-	-	-	-	-	2.0	भारतीय	lwg__psp
9453	4	सात	सात	num	any	any	-	any	-	-	-	6.0	ड्राइवरों	nmod__adj
9453	5	ट्रक	ट्रक	n	m	sg	3	d	0	0	-	6.0	ड्राइवरों	pof__cn
9453	6	ड्राइवरों	ड्राइवर	n	m	pl	3	o	0_का	0	-	8.0	रिहाई	r6
9453	7	की	का	psp	f	sg	-	o	-	-	-	6.0	ड्राइवरों	lwg__psp
9453	8	रिहाई	रिहाई	n	f	sg	3	o	0_के_लिए	0	-	14.0	निभा	rt
9453	9	के	के	psp	-	-	-	-	-	-	-	8.0	रिहाई	lwg__psp
9453	10	लिए	लिए	psp	-	-	-	-	-	-	-	8.0	रिहाई	lwg__psp
9453	11	मध्यस्थ	मध्यस्थ	n	m	sg	3	o	0_का	0	-	13.0	भूमिका	r6-k1
9453	12	की	का	psp	f	sg	-	d	-	-	-	11.0	मध्यस्थ	lwg__psp
9453	13	भूमिका	भूमिका	n	f	sg	3	d	0	0	-	14.0	निभा	pof
9453	14	निभा	निभ	v	any	sg	any	-	या_रह+या	yA	-	17.0	दुलइमी	nmod__k1inv
9453	15	रहे	रह	v	m	sg	any	-	या	yA	-	14.0	निभा	lwg__vaux
9453	16	शेख	शेख	n	m	sg	3	d	0	0	-	17.0	दुलइमी	pof__cn
9453	17	दुलइमी	दुलइमी	n	m	sg	3	o	0_ने	0	-	19.0	कहा	k1
9453	18	ने	ने	psp	-	-	-	-	-	-	-	17.0	दुलइमी	lwg__psp
9453	19	कहा	कह	v	m	sg	3	-	या_है	yA	active	0.0	ROOT	main
9453	20	है	है	v	any	sg	3	-	है	hE	-	19.0	कहा	lwg__vaux
9453	21	कि	कि	avy	-	-	-	-	-	-	-	19.0	कहा	k2
9453	22	अगर	अगर	avy	-	-	-	-	-	-	-	46.0	कर	vmod
9453	23	भारतीय	भारतीय	adj	any	any	-	d	-	-	-	25.0	सितारे	nmod__adj
9453	24	फिल्मी	फिल्मी	adj	any	any	-	d	-	-	-	23.0	भारतीय	mod
9453	25	सितारे	सितारा	n	m	pl	3	d	0	0	-	27.0	अमिताभ	nmod
9453	26	खासकर	खासकर	adv	-	-	-	-	-	-	-	41.0	करें	adv
9453	27	अमिताभ	अमिताभ	n	m	sg	3	d	0	0	-	30.0	व	ccof
9453	28	,	COMMA	punc	-	-	-	-	-	-	-	27.0	अमिताभ	rsym
9453	29	धर्मेंद्र	धर्मेंद्र	n	m	sg	3	d	0	0	-	30.0	व	ccof
9453	30	व	व	avy	-	-	-	-	-	-	-	41.0	करें	k1
9453	31	आशा	आशा	n	f	sg	3	d	0	0	-	32.0	पारिख	pof__cn
9453	32	पारिख	पारिख	n	any	sg	3	d	0	0	-	30.0	व	ccof
9453	33	बंधकों	बंधक	n	m	pl	3	o	0_को	0	-	36.0	करने	k2
9453	34	को	को	psp	-	-	-	-	-	-	-	33.0	बंधकों	lwg__psp
9453	35	आजाद	आजाद	n	m	sg	3	d	0	0	-	36.0	करने	pof
9453	36	करने	कर	v	any	sg	any	o	ना_का	nA	-	40.0	अपील	r6-k2
9453	37	की	का	psp	f	sg	-	o	-	-	-	36.0	करने	lwg__psp
9453	38	टेलीविजन	टेलीविजन	n	m	sg	3	o	0_पर	0	-	41.0	करें	k7
9453	39	पर	पर	psp	-	-	-	-	-	-	-	38.0	टेलीविजन	lwg__psp
9453	40	अपील	अपील	n	f	sg	3	d	0	0	-	41.0	करें	pof
9453	41	करें	कर	v	any	pl	3	-	एं	eM	active	22.0	अगर	ccof
9453	42	तो	तो	avy	-	-	-	-	-	-	-	21.0	कि	ccof
9453	43	उन्हें	वह	pn	any	pl	3	o	को	ko	-	46.0	कर	k2
9453	44	तत्काल	तत्काल	adv	-	-	-	-	-	-	-	46.0	कर	vmod
9453	45	रिहा	रिहा	adj	any	any	-	-	-	-	-	46.0	कर	pof
9453	46	कर	कर	v	m	sg	3	-	0_दे+या_जा+गा	0	passive	42.0	तो	ccof
9453	47	दिया	दे	v	m	sg	any	-	या	yA	-	46.0	कर	lwg__vaux
9453	48	जाएगा	जा	v	m	sg	3	-	गा	gA	-	47.0	दिया	lwg__vaux_cont
9453	49	।	।	punc	-	-	-	-	-	-	-	19.0	कहा	rsym
9454	1	रविवार	रविवार	n	m	sg	3	o	0_को	0	-	8.0	कहा	k7t
9454	2	को	को	psp	-	-	-	-	-	-	-	1.0	रविवार	lwg__psp
9454	3	फिल्म	फिल्म	n	f	sg	3	d	0	0	-	4.0	अभिनेता	pof__cn
9454	4	अभिनेता	अभिनेता	n	m	sg	3	o	0	0	-	6.0	बच्चन	nmod
9454	5	अमिताभ	अमिताभ	n	m	sg	3	d	0	0	-	6.0	बच्चन	pof__cn
9454	6	बच्चन	बच्चन	n	any	sg	3	o	0_ने	0	-	8.0	कहा	k1
9454	7	ने	ने	psp	-	-	-	-	-	-	-	6.0	बच्चन	lwg__psp
9454	8	कहा	कह	v	m	sg	any	-	या	yA	active	0.0	ROOT	main
9454	9	कि	कि	avy	-	-	-	-	-	-	-	8.0	कहा	k2
9454	10	अगर	अगर	avy	-	-	-	-	-	-	-	34.0	हैं	vmod
9454	11	उनसे	वह	pn	any	sg	3h	o	से	se	-	18.0	कहा	k4
9454	12	इस	यह	pn	any	sg	3	o	0_बारे_में	0	-	18.0	कहा	k7
9454	13	बारे	बारे	psp	-	-	-	-	-	-	-	12.0	इस	lwg__psp
9454	14	में	में	psp	-	-	-	-	-	-	-	12.0	इस	lwg__psp
9454	15	औपचारिक	औपचारिक	adj	any	any	-	o	-	-	-	16.0	रूप	nmod__adj
9454	16	रूप	रूप	n	m	sg	3	o	0_से	0	-	18.0	कहा	adv
9454	17	से	से	psp	-	-	-	-	-	-	-	16.0	रूप	lwg__psp
9454	18	कहा	कह	v	m	sg	3	-	या_जा+ता_है	yA	passive	10.0	अगर	ccof
9454	19	जाता	जा	v	m	sg	any	-	ता	wA	-	18.0	कहा	lwg__vaux
