sent_id	index	Inflection/Surface form	Stem / Root	Category	Gender	Number	Person	Case	Vib	TAM	Voice	head_inflection	head_stem	karka Relation
5941	13	करने	कर	v	any	pl	any	o	ना_का	nA	-	पुलिस	पुलिस	r6
5941	14	के	का	psp	m	pl	-	d	-	-	-	करने	कर	lwg__psp
5941	15	पुलिस	पुलिस	n	f	sg	3	o	0_को	0	-	दिए	दे	k4
5941	16	को	को	psp	-	-	-	-	-	-	-	पुलिस	पुलिस	lwg__psp
5941	17	निर्देश	निर्देश	n	m	pl	3	d	0	0	-	दिए	दे	k2
5941	18	दिए	दे	v	m	pl	any	-	या_था	yA	active	ROOT	ROOT	main
5941	19	थे	था	v	m	pl	any	-	था	WA	-	दिए	दे	lwg__vaux
5941	20	।	।	punc	-	-	-	-	-	-	-	दिए	दे	rsym
5942	1	भंडारकर	भंडारकर	n	any	sg	3	o	0_ने	0	-	कहा	कह	k1
5942	2	ने	ने	psp	-	-	-	-	-	-	-	भंडारकर	भंडारकर	lwg__psp
5942	3	उन	वह	pn	any	sg	3h	o	0_पर	0	-	लगाए	लगा	k7
5942	4	पर	पर	psp	-	-	-	-	-	-	-	उन	वह	lwg__psp
5942	5	लगाए	लगा	v	m	pl	any	-	या_जा+या१	yA	-	दुष्कर्म	दुष्कर्म	nmod__k1inv
5942	6	गए	जा	v	m	pl	any	-	या१	yA1	-	लगाए	लगा	lwg__vaux
5942	7	दुष्कर्म	दुष्कर्म	n	m	sg	3	o	0	0	-	और	और	ccof
5942	8	और	और	avy	-	-	-	-	-	-	-	आरोपों	आरोप	r6
5942	9	जान	जान	n	f	sg	3	o	0_से	0	-	मारने	मार	pof
5942	10	से	से	psp	-	-	-	-	-	-	-	जान	जान	lwg__psp
5942	11	मारने	मार	v	any	sg	any	o	ना_का	nA	-	धमकी	धमकी	r6-k2
5942	12	की	का	psp	f	sg	-	d	-	-	-	मारने	मार	lwg__psp
5942	13	धमकी	धमकी	n	f	sg	3	d	0	0	-	देने	दे	pof
5942	14	देने	दे	v	any	pl	any	o	ना_का	nA	-	और	और	ccof
5942	15	के	का	psp	m	pl	-	o	-	-	-	देने	दे	lwg__psp
5942	16	आरोपों	आरोप	n	m	pl	3	o	0_को	0	-	करते	कर	k2
5942	17	को	को	psp	-	-	-	-	-	-	-	आरोपों	आरोप	lwg__psp
5942	18	खारिज	खारिज	adj	any	any	-	-	-	-	-	करते	कर	pof
5942	19	करते	कर	v	m	sg	any	-	ता_हो+या	wA	-	कहा	कह	vmod
5942	20	हुए	हो	v	m	sg	any	-	या	yA	-	करते	कर	lwg__vaux
5942	21	कहा	कह	v	m	sg	3	-	या_है	yA	active	ROOT	ROOT	main
5942	22	है	है	v	any	sg	3	-	है	hE	-	कहा	कह	lwg__vaux
5942	23	कि	कि	avy	-	-	-	-	-	-	-	कहा	कह	k2
5942	24	उनकी	वह	pn	f	sg	3h	o	का	kA	-	फिल्म	फिल्म	r6
5942	25	फिल्म	फिल्म	n	f	sg	3	o	0_में	0	-	करने	कर	k7
5942	26	में	में	psp	-	-	-	-	-	-	-	फिल्म	फिल्म	lwg__psp
5942	27	रोल	रोल	n	m	sg	3	d	0	0	-	करने	कर	k2
5942	28	हासिल	हासिल	adj	any	any	-	-	-	-	-	करने	कर	pof
5942	29	करने	कर	v	any	any	any	o	ना_के_लिए	nA	-	है	है	rt
5942	30	के	के	psp	-	-	-	-	-	-	-	करने	कर	lwg__psp
5942	31	लिए	लिए	psp	-	-	-	-	-	-	-	करने	कर	lwg__psp
5942	32	दबाव	दबाव	n	m	sg	3	d	0	0	-	बनाने	बना	pof
5942	33	बनाने	बना	v	any	sg	any	o	ना_का	nA	-	कोशिश	कोशिश	r6
5942	34	की	का	psp	f	sg	-	d	-	-	-	बनाने	बना	lwg__psp
5942	35	कोशिश	कोशिश	n	f	sg	3	d	0	0	-	है	है	k1
5942	36	है	है	v	any	sg	3	-	है	hE	active	कि	कि	ccof
5942	37	।	।	punc	-	-	-	-	-	-	-	कहा	कह	rsym
5943	1	जबकि	जबकि	avy	-	-	-	-	-	-	-	ROOT	ROOT	main
5943	2	अभिनेत्री	अभिनेत्री	n	f	sg	3	o	0_का	0	-	आरोप	आरोप	r6
5943	3	का	का	psp	m	sg	-	d	-	-	-	अभिनेत्री	अभिनेत्री	lwg__psp
5943	4	आरोप	आरोप	n	m	sg	3	d	0	0	-	है	है	k1
5943	5	है	है	v	any	sg	3	-	है	hE	active	जबकि	जबकि	ccof
5943	6	कि	कि	avy	-	-	-	-	-	-	-	आरोप	आरोप	rs
5943	7	भंडारकर	भंडारकर	n	any	sg	3	o	0_ने	0	-	किया	कर	k1
5943	8	ने	ने	psp	-	-	-	-	-	-	-	भंडारकर	भंडारकर	lwg__psp
5943	9	उसे	वह	pn	any	sg	3	o	को	ko	-	लेने	ले	k5
5943	10	फिल्म	फिल्म	n	f	sg	3	o	0_में	0	-	लेने	ले	k7
5943	11	में	में	psp	-	-	-	-	-	-	-	फिल्म	फिल्म	lwg__psp
5943	12	लेने	ले	v	any	any	any	o	ना	nA	-	और	और	ccof
5943	13	और	और	avy	-	-	-	-	-	-	-	वादा	वादा	r6-k2
5943	14	उससे	वह	pn	any	sg	3	o	से	se	-	करने	कर	k1
5943	15	शादी	शादी	n	f	sg	3	d	0	0	-	करने	कर	pof
5943	16	करने	कर	v	any	sg	any	o	ना_का	nA	-	और	और	r6
5943	17	का	का	psp	m	sg	-	d	-	-	-	करने	कर	lwg__psp
5943	18	वादा	वादा	n	m	sg	3	d	0	0	-	करके	कर	pof
5943	19	करके	कर	v	any	any	any	-	कर	kara	-	किया	कर	vmod
5943	20	१६	१६	num	any	any	-	any	-	-	-	दफा	दफा	nmod__adj
5943	21	दफा	दफा	n	f	pl	3	d	0	0	-	किया	कर	k7t
5943	22	उसका	वह	pn	m	sg	3	o	का	kA	-	उत्पीड़न	उत्पीड़न	r6-k2
5943	23	यौन	यौन	adj	any	any	-	d	-	-	-	उत्पीड़न	उत्पीड़न	nmod__adj
5943	24	उत्पीड़न	उत्पीड़न	n	m	sg	3	d	0	0	-	किया	कर	pof
5943	25	किया	कर	v	m	sg	any	-	या	yA	active	कि	कि	ccof
5943	26	।	।	punc	-	-	-	-	-	-	-	जबकि	जबकि	rsym
5944	1	भारत	भारत	n	m	sg	3	d	0	0	-	मंगा	मंगा	k1
5944	2	अपनी	अपना	pn	f	any	any	o	0	0	-	सीमा	सीमा	r6
5944	3	सीमा	सीमा	n	f	sg	3	o	0_में	0	-	रोकने	रोक	k7p
5944	4	में	में	psp	-	-	-	-	-	-	-	सीमा	सीमा	lwg__psp
5944	5	बंगलादेशी	बंगलादेशी	adj	any	any	-	d	-	-	-	घुसपैठ	घुसपैठ	nmod__adj
5944	6	घुसपैठ	घुसपैठ	n	f	sg	3	d	0	0	-	रोकने	रोक	k2
5944	7	रोकने	रोक	v	any	any	any	o	ना_के_लिए	nA	-	मंगा	मंगा	rt
5944	8	के	के	psp	-	-	-	-	-	-	-	रोकने	रोक	lwg__psp
5944	9	लिए	लिए	psp	-	-	-	-	-	-	-	रोकने	रोक	lwg__psp
5944	10	जल्द	जल्द	adv	-	-	-	-	-	-	-	मंगा	मंगा	adv
5944	11	ही	ही	avy	-	-	-	-	-	-	-	जल्द	जल्द	lwg__rp
5944	12	अमेरिका	अमेरिका	n	m	sg	3	o	0_से	0	-	मंगा	मंगा	k5
5944	13	से	से	psp	-	-	-	-	-	-	-	अमेरिका	अमेरिका	lwg__psp
5944	14	खोजी	खोजी	adj	any	any	-	d	-	-	-	सेंसर	सेंसर	nmod__adj
5944	15	सेंसर	सेंसर	n	m	sg	3	d	0	0	-	और	और	ccof
5944	16	और	और	avy	-	-	-	-	-	-	-	मंगा	मंगा	k2
5944	17	फ्लडलाइट	फ्लडलाइट	n	f	sg	3	d	0	0	-	और	और	ccof
5944	18	मंगा	मंगा	v	m	sg	3	-	0_सक+ता_है	0	active	ROOT	ROOT	main
5944	19	सकता	सक	v	m	sg	any	-	ता	wA	-	मंगा	मंगा	lwg__vaux
5944	20	है	है	v	any	sg	3	-	है	hE	-	सकता	सक	lwg__vaux_cont
5944	21	।	।	punc	-	-	-	-	-	-	-	मंगा	मंगा	rsym
5945	1	जल्द	जल्द	adv	-	-	-	-	-	-	-	करने	कर	adv
5945	2	ही	ही	avy	-	-	-	-	-	-	-	जल्द	जल्द	lwg__rp
5945	3	भारतीय	भारतीय	adj	any	any	-	o	-	-	-	मंत्रालय	मंत्रालय	nmod__adj
5945	4	गृह	गृह	n	m	sg	3	d	0	0	-	मंत्रालय	मंत्रालय	pof__cn
5945	5	मंत्रालय	मंत्रालय	n	m	sg	3	o	0_का	0	-	टीम	टीम	r6
5945	6	की	का	psp	f	sg	-	d	-	-	-	मंत्रालय	मंत्रालय	lwg__psp
5945	7	एक	एक	num	any	any	-	any	-	-	-	टीम	टीम	nmod__adj
5945	8	टीम	टीम	n	f	sg	3	d	0	0	-	करने	कर	k1
5945	9	इन	यह	pn	any	pl	3	o	-	-	-	उपकरणों	उपकरण	nmod__adj
5945	10	उपकरणों	उपकरण	n	m	pl	3	o	0_का	0	-	खरीदारी	खरीदारी	r6
5945	11	की	का	psp	f	sg	-	o	-	-	-	उपकरणों	उपकरण	lwg__psp
5945	12	खरीदारी	खरीदारी	n	f	sg	3	o	0_का	0	-	सिलसिले	सिलसिला	r6
5945	13	के	का	psp	m	sg	-	o	-	-	-	खरीदारी	खरीदारी	lwg__psp
5945	14	सिलसिले	सिलसिला	n	m	sg	3	o	0_में	0	-	करने	कर	k7
5945	15	में	में	psp	-	-	-	-	-	-	-	सिलसिले	सिलसिला	lwg__psp
5945	16	अमेरिका	अमेरिका	n	m	sg	3	o	0_का	0	-	यात्रा	यात्रा	r6-k2
5945	17	की	का	psp	f	sg	-	d	-	-	-	अमेरिका	अमेरिका	lwg__psp
5945	18	यात्रा	यात्रा	n	f	sg	3	d	0	0	-	करने	कर	pof
5945	19	करने	कर	v	f	sg	3	-	ना_वाला_है	nA	active	ROOT	ROOT	main
5945	20	वाली	वाला	v	f	sg	any	-	0	0	-	करने	कर	lwg__vaux
5945	21	है	है	v	any	sg	3	-	है	hE	-	वाली	वाला	lwg__vaux_cont
5945	22	।	।	punc	-	-	-	-	-	-	-	करने	कर	rsym
5946	1	सीमा	सीमा	n	f	sg	3	d	0	0	-	बल	बल	pof__cn
5946	2	सुरक्षा	सुरक्षा	n	f	sg	3	d	0	0	-	बल	बल	pof__cn
5946	3	बल	बल	n	m	sg	3	o	0_का	0	-	अधिकारी	अधिकारी	r6
5946	4	के	का	psp	m	sg	-	o	-	-	-	बल	बल	lwg__psp
5946	5	एक	एक	num	any	any	-	any	-	-	-	अधिकारी	अधिकारी	nmod__adj
5946	6	वरिष्ठ	वरिष्ठ	adj	any	any	-	o	-	-	-	अधिकारी	अधिकारी	nmod__adj
5946	7	अधिकारी	अधिकारी	n	m	sg	3	o	0_ने	0	-	बताया	बता	k1
5946	8	ने	ने	psp	-	-	-	-	-	-	-	अधिकारी	अधिकारी	lwg__psp
5946	9	अपना	अपना	pn	m	sg	any	d	0	0	-	नाम	नाम	r6
5946	10	नाम	नाम	n	m	sg	3	d	0	0	-	रखने	रख	k2
5946	11	गुप्त	गुप्त	adj	any	any	-	-	-	-	-	रखने	रख	pof
5946	12	रखने	रख	v	any	sg	any	o	ना_का	nA	-	शर्त	शर्त	r6
5946	13	की	का	psp	f	sg	-	d	-	-	-	रखने	रख	lwg__psp
5946	14	शर्त	शर्त	n	f	sg	3	o	0_पर	0	-	बताया	बता	k7
5946	15	पर	पर	psp	-	-	-	-	-	-	-	शर्त	शर्त	lwg__psp
5946	16	बताया	बता	v	m	sg	any	-	या	yA	active	ROOT	ROOT	main
5946	17	कि	कि	avy	-	-	-	-	-	-	-	बताया	बता	k2
5946	18	गृह	गृह	n	m	sg	3	d	0	0	-	मंत्रालय	मंत्रालय	pof__cn
5946	19	मंत्रालय	मंत्रालय	n	m	sg	3	d	0	0	-	करने	कर	k1
5946	20	विशेषज्ञों	विशेषज्ञ	n	m	pl	3	o	0_का	0	-	टीम	टीम	r6
5946	21	की	का	psp	f	sg	-	d	-	-	-	विशेषज्ञों	विशेषज्ञ	lwg__psp
5946	22	एक	एक	num	any	any	-	any	-	-	-	टीम	टीम	nmod__adj
5946	23	टीम	टीम	n	f	sg	3	d	0	0	-	करने	कर	k1s
5946	24	अमेरिका	अमेरिका	n	m	sg	3	d	0	0	-	करने	कर	k2p
5946	25	रवाना	रवाना	adj	any	any	-	-	-	-	-	करने	कर	pof
5946	26	करने	कर	v	m	sg	3	o	ना_वाला_है	nA	active	कि	कि	ccof
5946	27	वाला	वाला	v	m	sg	any	-	0	0	-	करने	कर	lwg__vaux
5946	28	है	है	v	any	sg	3	-	है	hE	-	वाला	वाला	lwg__vaux_cont
5946	29	।	।	punc	-	-	-	-	-	-	-	बताया	बता	rsym
5947	1	अमेरिका	अमेरिका	n	m	sg	3	o	0_का	0	-	मैक्सिको	मैक्सिको	r6
5947	2	के	का	psp	m	sg	-	o	-	-	-	अमेरिका	अमेरिका	lwg__psp
5947	3	न्यू	न्यू	adj	any	any	-	d	-	-	-	मैक्सिको	मैक्सिको	pof__cn
5947	4	मैक्सिको	मैक्सिको	n	m	sg	3	d	0	0	-	स्थित	स्थित	jjmod
5947	5	स्थित	स्थित	adj	any	any	-	o	-	-	-	लेबोरेटरीज	लेबोरेटरी	nmod
5947	6	सांडिआ	सांडिआ	n	m	sg	3	d	0	0	-	लेबोरेटरीज	लेबोरेटरी	pof__cn
5947	7	नेशनल	नेशनल	adj	any	any	-	o	-	-	-	लेबोरेटरीज	लेबोरेटरी	pof__cn
5947	8	लेबोरेटरीज	लेबोरेटरी	n	f	pl	3	o	0_से	0	-	की	कर	k5
5947	9	से	से	psp	-	-	-	-	-	-	-	लेबोरेटरीज	लेबोरेटरी	lwg__psp
5947	10	इन	यह	pn	any	pl	3	o	-	-	-	उपकरणों	उपकरण	nmod__adj
5947	11	अत्याधुनिक	अत्याधुनिक	adj	any	any	-	o	-	-	-	उपकरणों	उपकरण	nmod__adj
5947	12	उपकरणों	उपकरण	n	m	pl	3	o	0_का	0	-	खरीददारी	खरीददारी	r6-k2
5947	13	की	का	psp	f	sg	-	d	-	-	-	उपकरणों	उपकरण	lwg__psp
5947	14	खरीददारी	खरीददारी	n	f	sg	3	d	0	0	-	की	कर	pof
5947	15	की	कर	v	f	sg	3	-	या_जा+गा	yA	active	ROOT	ROOT	main
5947	16	जाएगी	जा	v	f	sg	3	-	गा	gA	-	की	कर	lwg__vaux
5947	17	।	।	punc	-	-	-	-	-	-	-	की	कर	rsym
5948	1	अधिकारी	अधिकारी	n	m	sg	3	o	0_ने	0	-	बताया	बता	k1
5948	2	ने	ने	psp	-	-	-	-	-	-	-	अधिकारी	अधिकारी	lwg__psp
5948	3	बताया	बता	v	m	sg	any	-	या	yA	active	ROOT	ROOT	main
5948	4	कि	कि	avy	-	-	-	-	-	-	-	बताया	बता	k2
5948	5	खोजी	खोजी	adj	any	any	-	o	-	-	-	व	व	ccof
5948	6	व	व	avy	-	-	-	-	-	-	-	उपकरणों	उपकरण	nmod
5948	7	टोही	टोह	adj	any	any	-	o	-	-	-	व	व	ccof
5948	8	उपकरणों	उपकरण	n	m	pl	3	o	0_का	0	-	मदद	मदद	r6
5948	9	की	का	psp	f	sg	-	o	-	-	-	उपकरणों	उपकरण	lwg__psp
5948	10	मदद	मदद	n	f	sg	3	o	0_से	0	-	हो	हो	k3
5948	11	से	से	psp	-	-	-	-	-	-	-	मदद	मदद	lwg__psp
5948	12	घुसपैठियों	घुसपैठ	n	m	pl	3	o	0_पर	0	-	रखना	रख	k7
5948	13	पर	पर	psp	-	-	-	-	-	-	-	घुसपैठियों	घुसपैठ	lwg__psp
5948	14	नजर	नजर	n	f	sg	3	d	0	0	-	रखना	रख	k2
5948	15	रखना	रख	v	any	any	any	d	ना	nA	-	हो	हो	k2
5948	16	बिल्कुल	बिल्कुल	adv	-	-	-	-	-	-	-	हो	हो	adv
5948	17	आसान	आसान	adj	any	any	-	-	-	-	-	हो	हो	pof
5948	18	हो	हो	v	any	sg	3	-	0_जा+गा	0	active	कि	कि	ccof
5948	19	जाएगा	जा	v	m	sg	3	-	गा	gA	-	हो	हो	lwg__vaux
5948	20	।	।	punc	-	-	-	-	-	-	-	बताया	बता	rsym
5949	1	उल्लेखनीय	उल्लेखनीय	adj	any	any	-	-	-	-	-	है	है	k1s
5949	2	है	है	v	any	sg	3	-	है	hE	active	ROOT	ROOT	main
5949	3	अमेरिका	अमेरिका	n	m	sg	3	d	0	0	-	करता	कर	k1
5949	4	घुसपैठ	घुसपैठ	n	f	sg	3	d	0	0	-	रोकने	रोक	k2
5949	5	रोकने	रोक	v	any	any	any	o	ना_के_लिए	nA	-	करता	कर	rt
5949	6	के	के	psp	-	-	-	-	-	-	-	रोकने	रोक	lwg__psp
5949	7	लिए	लिए	psp	-	-	-	-	-	-	-	रोकने	रोक	lwg__psp
5949	8	सांडिआ	सांडिआ	n	m	sg	3	d	0	0	-	लेबोरेटरीज	लेबोरेटरी	pof__cn
5949	9	नेशनल	नेशनल	adj	any	any	-	d	-	-	-	लेबोरेटरीज	लेबोरेटरी	pof__cn
5949	10	लेबोरेटरीज	लेबोरेटरी	n	f	pl	3	o	0_द्वारा	0	-	विकसित	विकसित	jjmod
5949	11	द्वारा	द्वारा	psp	-	-	-	-	-	-	-	लेबोरेटरीज	लेबोरेटरी	lwg__psp
5949	12	विकसित	विकसित	adj	any	any	-	o	-	-	-	सेंसरों	सेंसर	nmod
5949	13	सेंसरों	सेंसर	n	m	pl	3	o	0_का	0	-	इस्तेमाल	इस्तेमाल	r6-k2
5949	14	का	का	psp	m	sg	-	d	-	-	-	सेंसरों	सेंसर	lwg__psp
5949	15	इस्तेमाल	इस्तेमाल	n	m	sg	3	d	0	0	-	करता	कर	pof
5949	16	करता	कर	v	m	sg	3	-	ता_रह+या_है	wA	active	कि	कि	ccof
5949	17	रहा	रह	v	m	sg	any	-	या	yA	-	करता	कर	lwg__vaux
5949	18	है	है	v	any	sg	3	-	है	hE	-	रहा	रह	lwg__vaux_cont
5949	19	।	।	punc	-	-	-	-	-	-	-	है	है	rsym
5950	1	भारतीय	भारतीय	adj	any	any	-	o	-	-	-	प्रतिनिधिमंडल	प्रतिनिधिमंडल	nmod__adj
5950	2	प्रतिनिधिमंडल	प्रतिनिधिमंडल	n	m	sg	3	o	0_का	0	-	सदस्य	सदस्य	r6
5950	3	के	का	psp	m	pl	-	d	-	-	-	प्रतिनिधिमंडल	प्रतिनिधिमंडल	lwg__psp
5950	4	सदस्य	सदस्य	n	m	pl	3	d	0	0	-	करेंगे	कर	k1
5950	5	इस	यह	pn	any	sg	3	o	-	-	-	संस्थान	संस्थान	nmod__adj
5950	6	संस्थान	संस्थान	n	m	sg	3	o	0_का	0	-	विशेषज्ञों	विशेषज्ञ	r6
5950	7	के	का	psp	m	pl	-	o	-	-	-	संस्थान	संस्थान	lwg__psp
5950	8	विशेषज्ञों	विशेषज्ञ	n	m	pl	3	o	0_से	0	-	करेंगे	कर	k2
5950	9	से	से	psp	-	-	-	-	-	-	-	विशेषज्ञों	विशेषज्ञ	lwg__psp
5950	10	भी	भी	avy	-	-	-	-	-	-	-	विशेषज्ञों	विशेषज्ञ	lwg__rp
5950	11	घुसपैठ	घुसपैठ	n	f	sg	3	o	0_का	0	-	पहलुओं	पहलू	r6
5950	12	के	का	psp	m	pl	-	o	-	-	-	घुसपैठ	घुसपैठ	lwg__psp
5950	13	विभिन्न	विभिन्न	adj	any	any	-	o	-	-	-	पहलुओं	पहलू	nmod__adj
5950	14	पहलुओं	पहलू	n	m	pl	3	o	0_पर	0	-	करेंगे	कर	k7
5950	15	पर	पर	psp	-	-	-	-	-	-	-	पहलुओं	पहलू	lwg__psp
5950	16	बातचीत	बातचीत	n	f	sg	3	d	0	0	-	करेंगे	कर	pof
5950	17	करेंगे	कर	v	m	pl	3	-	गा	gA	active	ROOT	ROOT	main
5950	18	।	।	punc	-	-	-	-	-	-	-	करेंगे	कर	rsym
5951	1	4095	4095	num	any	any	-	any	-	-	-	किलोमीटर	किलोमीटर	nmod__adj
5951	2	किलोमीटर	किलोमीटर	n	m	pl	3	d	0	0	-	लंबी	लंबा	jjmod
5951	3	लंबी	लंबा	adj	f	sg	-	o	-	-	-	सीमा	सीमा	nmod
5951	4	भारत	भारत	n	m	sg	3	d	0	0	-	सीमा	सीमा	pof__cn
5951	5	-	-	punc	-	-	-	-	-	-	-	सीमा	सीमा	rsym
5951	6	बांग्लादेश	बांग्लादेश	n	m	sg	3	d	0	0	-	सीमा	सीमा	pof__cn
5951	7	सीमा	सीमा	n	f	sg	3	o	0_का	0	-	हिस्से	हिस्सा	r6
5951	8	के	का	psp	m	sg	-	o	-	-	-	सीमा	सीमा	lwg__psp
5951	9	अधिकांश	अधिकांश	adj	any	any	-	o	-	-	-	हिस्से	हिस्सा	nmod__adj
5951	10	हिस्से	हिस्सा	n	m	sg	3	o	0_का	0	-	बाड़बंदी	बाड़बंदी	r6-k2
5951	11	की	का	psp	f	sg	-	d	-	-	-	हिस्से	हिस्सा	lwg__psp
5951	12	बाड़बंदी	बाड़बंदी	n	f	sg	3	d	0	0	-	की	कर	pof
5951	13	नहीं	नहीं	avy	-	-	-	-	-	-	-	की	कर	lwg__neg
5951	14	की	कर	v	f	sg	3	-	या_जा+या1_है	yA	active	ROOT	ROOT	main
5951	15	गई	जा	v	f	sg	any	-	या1	yA1	-	की	कर	lwg__vaux
5951	16	है	है	v	any	sg	3	-	है	hE	-	गई	जा	lwg__vaux_cont
5951	17	।	।	punc	-	-	-	-	-	-	-	की	कर	rsym
5952	1	ऐसे	ऐसा	pn	m	sg	3	o	0_में	0	-	हो	हो	k7
5952	2	में	में	psp	-	-	-	-	-	-	-	ऐसे	ऐसा	lwg__psp
5952	3	बांग्लादेशियों	बांग्लादेशी	n	m	pl	3	o	0_के_लिए	0	-	हो	हो	rt
5952	4	के	के	psp	-	-	-	-	-	-	-	बांग्लादेशियों	बांग्लादेशी	lwg__psp
5952	5	लिए	लिए	psp	-	-	-	-	-	-	-	बांग्लादेशियों	बांग्लादेशी	lwg__psp
5952	6	भारतीय	भारतीय	adj	any	any	-	o	-	-	-	सीमा	सीमा	nmod__adj
5952	7	सीमा	सीमा	n	f	sg	3	o	0_में	0	-	करना	कर	k7p
5952	8	में	में	psp	-	-	-	-	-	-	-	सीमा	सीमा	lwg__psp
5952	9	प्रवेश	प्रवेश	n	m	sg	3	d	0	0	-	करना	कर	pof
5952	10	करना	कर	v	any	any	any	d	ना	nA	-	हो	हो	k1
5952	11	आसान	आसान	adj	any	any	-	-	-	-	-	हो	हो	pof
5952	12	हो	हो	v	m	sg	3	-	0_जा+या1_है	0	active	ROOT	ROOT	main
5952	13	गया	जा	v	m	sg	any	-	या1	yA1	-	हो	हो	lwg__vaux
5952	14	है	है	v	any	sg	3	-	है	hE	-	गया	जा	lwg__vaux_cont
5952	15	।	।	punc	-	-	-	-	-	-	-	हो	हो	rsym
5953	1	इलाके	इलाका	n	m	sg	3	o	0_का	0	-	स्थिति	स्थिति	r6
5953	2	की	का	psp	f	sg	-	d	-	-	-	इलाके	इलाका	lwg__psp
5953	3	भौगोलिक	भौगोलिक	adj	any	any	-	d	-	-	-	स्थिति	स्थिति	nmod__adj
5953	4	स्थिति	स्थिति	n	f	sg	3	d	0	0	-	है	है	k1
5953	5	ऐसी	ऐसा	pn	f	sg	any	d	0	0	-	है	है	k1s
5953	6	है	है	v	any	sg	3	-	है	hE	active	ROOT	ROOT	main
5953	7	कि	कि	avy	-	-	-	-	-	-	-	ऐसी	ऐसा	rs
5953	8	घुसपैठ	घुसपैठ	n	f	sg	3	d	0	0	-	रोकना	रोक	k2
5953	9	पूरी	पूरा	adj	f	sg	-	d	-	-	-	तरह	तरह	nmod__adj
5953	10	तरह	तरह	n	f	sg	3	d	0	0	-	रोकना	रोक	vmod
5953	11	रोकना	रोक	v	any	any	any	d	ना	nA	-	है	है	k1
5953	12	आसान	आसान	adj	any	any	-	-	-	-	-	है	है	k1s
5953	13	नहीं	नहीं	avy	-	-	-	-	-	-	-	है	है	lwg__neg
5953	14	है	है	v	any	sg	3	-	है	hE	active	कि	कि	ccof
5953	15	।	।	punc	-	-	-	-	-	-	-	है	है	rsym
5954	1	अधिकारी	अधिकारी	n	m	sg	3	o	0_ने	0	-	बताया	बता	k1
5954	2	ने	ने	psp	-	-	-	-	-	-	-	अधिकारी	अधिकारी	lwg__psp
5954	3	बताया	बता	v	m	sg	any	-	या	yA	active	ROOT	ROOT	main
