sent_id	index	Inflection/Surface form	Stem / Root	Category	Gender	Number	Person	Case	Vib	Tam	Voice	head_index	head_inflection	karaka Relation
2350	6	चादर	चादर	n	f	sg	3	d	0	0	-	7.0	ओढ़कर	k1
2350	7	ओढ़कर	ओढ	v	any	any	any	-	कर	kara	-	16.0	कर	vmod
2350	8	सपा	सपा	n	f	sg	3	d	0	0	-	9.0	नेता	nmod__adj
2350	9	नेता	नेता	n	m	pl	3	d	0	0	-	16.0	कर	k1
2350	10	गलत	गलत	adj	any	any	-	o	-	-	-	11.0	कार्यो	nmod__adj
2350	11	कार्यो	कार्य	n	m	pl	3	o	0_को	0	-	13.0	छुपाने	k2
2350	12	को	को	psp	-	-	-	-	-	-	-	11.0	कार्यो	lwg__psp
2350	13	छुपाने	छुपा	v	any	sg	any	o	ना_का	nA	-	15.0	कोशिश	r6-k2
2350	14	की	का	psp	f	sg	-	d	-	-	-	13.0	छुपाने	lwg__psp
2350	15	कोशिश	कोशिश	n	f	sg	3	d	0	0	-	16.0	कर	pof
2350	16	कर	कर	v	m	pl	3	-	0_रह+या_है	0	active	3.0	कि	ccof
2350	17	रहे	रह	v	m	pl	any	-	या	yA	-	16.0	कर	lwg__vaux
2350	18	हैं	है	v	any	pl	3	-	है	hE	-	17.0	रहे	lwg__vaux_cont
2350	19	।	।	punc	-	-	-	-	-	-	-	2.0	कहा	rsym
2351	1	उन्होंने	वह	pn	any	sg	3h	o	ने	ne	-	2.0	कहा	k1
2351	2	कहा	कह	v	m	sg	any	-	या	yA	active	0.0	ROOT	main
2351	3	कि	कि	avy	-	-	-	-	-	-	-	2.0	कहा	k2
2351	4	समाजवाद	समाजवाद	n	m	sg	3	o	0_का	0	-	7.0	रूप	r6
2351	5	का	का	psp	m	sg	-	d	-	-	-	4.0	समाजवाद	lwg__psp
2351	6	यह	यह	pn	any	sg	3	d	-	-	-	7.0	रूप	nmod__adj
2351	7	रूप	रूप	n	m	sg	3	d	0	0	-	11.0	आ	k1
2351	8	दुनिया	दुनिया	n	f	sg	3	o	0_के_सामने	0	-	11.0	आ	k7
2351	9	के	के	psp	-	-	-	-	-	-	-	8.0	दुनिया	lwg__psp
2351	10	सामने	सामने	nst	m	sg	3	d	-	-	-	8.0	दुनिया	lwg__psp
2351	11	आ	आ	v	m	sg	3	-	0_चुक+या_है	0	active	3.0	कि	ccof
2351	12	चुका	चुक	v	m	sg	any	-	या	yA	-	11.0	आ	lwg__vaux
2351	13	है	है	v	any	sg	3	-	है	hE	-	12.0	चुका	lwg__vaux_cont
2351	14	।	।	punc	-	-	-	-	-	-	-	2.0	कहा	rsym
2352	1	उन्होंने	वह	pn	any	sg	3h	o	ने	ne	-	2.0	कहा	k1
2352	2	कहा	कह	v	m	sg	any	-	या	yA	active	0.0	ROOT	main
2352	3	कि	कि	avy	-	-	-	-	-	-	-	2.0	कहा	k2
2352	4	नेहरू	नेहरू	n	any	sg	3	d	0	0	-	7.0	व	ccof
2352	5	,	COMMA	punc	-	-	-	-	-	-	-	4.0	नेहरू	rsym
2352	6	गांधी	गांधी	n	any	sg	3	o	0	0	-	7.0	व	ccof
2352	7	व	व	avy	-	-	-	-	-	-	-	25.0	नकार	r6-k2
2352	8	लोहिया	लोहिया	n	m	sg	3	o	0_का	0	-	7.0	व	ccof
2352	9	के	का	psp	m	sg	-	o	-	-	-	8.0	लोहिया	lwg__psp
2352	10	समाजवाद	समाजवाद	n	m	sg	3	o	0_पर	0	-	13.0	करने	k2
2352	11	पर	पर	psp	-	-	-	-	-	-	-	10.0	समाजवाद	lwg__psp
2352	12	यकीन	यकीन	n	m	sg	3	d	0	0	-	13.0	करने	pof
2352	13	करने	कर	v	any	pl	any	o	ना_वाला	nA	-	25.0	नकार	nmod__k1inv
2352	14	वाले	वाला	psp	m	pl	-	d	-	-	-	13.0	करने	lwg__psp
2352	15	लोग	लोग	n	m	pl	3	d	0	0	-	26.0	देंगे	k1
2352	16	जल्द	जल्द	adv	-	-	-	-	-	-	-	26.0	देंगे	adv
2352	17	ही	ही	avy	-	-	-	-	-	-	-	16.0	जल्द	lwg__rp
2352	18	सपा	सपा	n	f	sg	3	o	0_का	0	-	25.0	नकार	r6
2352	19	के	का	psp	m	sg	-	o	-	-	-	18.0	सपा	lwg__psp
2352	20	समाजवाद	समाजवाद	n	m	sg	3	o	0_का	0	-	23.0	नारों	r6
2352	21	के	का	psp	m	pl	-	o	-	-	-	20.0	समाजवाद	lwg__psp
2352	22	खोखले	खोखला	adj	m	pl	-	o	-	-	-	23.0	नारों	nmod__adj
2352	23	नारों	नारा	n	m	pl	3	o	0_को	0	-	26.0	देंगे	k2
2352	24	को	को	psp	-	-	-	-	-	-	-	23.0	नारों	lwg__psp
2352	25	नकार	नकार	n	m	sg	3	d	0	0	-	26.0	देंगे	pof
2352	26	देंगे	दे	v	m	pl	3	-	गा	gA	active	3.0	कि	ccof
2352	27	।	।	punc	-	-	-	-	-	-	-	2.0	कहा	rsym
2353	1	एक	एक	num	any	any	-	any	-	-	-	3.0	अदालत	nmod__adj
2353	2	सत्र	सत्र	n	m	sg	3	d	0	0	-	3.0	अदालत	pof__cn
2353	3	अदालत	अदालत	n	f	sg	3	o	0_ने	0	-	17.0	लगा	k1
2353	4	ने	ने	psp	-	-	-	-	-	-	-	3.0	अदालत	lwg__psp
2353	5	फिल्म	फिल्म	n	f	sg	3	d	0	0	-	6.0	निर्देशक	pof__cn
2353	6	निर्देशक	निर्देशक	n	m	sg	3	o	0	0	-	8.0	भंडारकर	nmod
2353	7	मधुर	मधुर	n	m	sg	3	d	0	0	-	8.0	भंडारकर	pof__cn
2353	8	भंडारकर	भंडारकर	n	any	sg	3	o	0_का	0	-	10.0	गिरफ्तारी	r6
2353	9	की	का	psp	f	sg	-	o	-	-	-	8.0	भंडारकर	lwg__psp
2353	10	गिरफ्तारी	गिरफ्तारी	n	f	sg	3	o	0_पर	0	-	17.0	लगा	k7
2353	11	पर	पर	psp	-	-	-	-	-	-	-	10.0	गिरफ्तारी	lwg__psp
2353	12	बुधवार	बुधवार	n	m	sg	3	o	0_तक_के_लिए	0	-	17.0	लगा	rt
2353	13	तक	तक	psp	-	-	-	-	-	-	-	12.0	बुधवार	lwg__psp
2353	14	के	के	psp	-	-	-	-	-	-	-	12.0	बुधवार	lwg__psp
2353	15	लिए	लिए	psp	-	-	-	-	-	-	-	12.0	बुधवार	lwg__psp
2353	16	रोक	रोक	n	f	sg	3	d	0	0	-	17.0	लगा	pof
2353	17	लगा	लगा	v	f	sg	3	-	0_दे+या_है	0	active	0.0	ROOT	main
2353	18	दी	दे	v	f	sg	any	-	या	yA	-	17.0	लगा	lwg__vaux
2353	19	है	है	v	any	sg	3	-	है	hE	-	18.0	दी	lwg__vaux_cont
2353	20	।	।	punc	-	-	-	-	-	-	-	17.0	लगा	rsym
2354	1	एक	एक	num	any	any	-	any	-	-	-	2.0	मॉडल	nmod__adj
2354	2	मॉडल	मॉडल	n	f	sg	3	o	0	0	-	3.0	व	ccof
2354	3	व	व	avy	-	-	-	-	-	-	-	6.0	दुष्कर्म	nmod
2354	4	अभिनेत्री	अभिनेत्री	n	f	sg	3	o	0_से	0	-	3.0	व	ccof
2354	5	से	से	psp	-	-	-	-	-	-	-	4.0	अभिनेत्री	lwg__psp
2354	6	दुष्कर्म	दुष्कर्म	n	m	sg	3	o	0_का	0	-	8.0	आरोप	r6
2354	7	के	का	psp	m	sg	-	o	-	-	-	6.0	दुष्कर्म	lwg__psp
2354	8	आरोप	आरोप	n	m	sg	3	o	0_का	0	-	10.0	मामले	r6
2354	9	के	का	psp	m	sg	-	o	-	-	-	8.0	आरोप	lwg__psp
2354	10	मामले	मामला	n	m	sg	3	o	0_में	0	-	18.0	दी	k7
2354	11	में	में	psp	-	-	-	-	-	-	-	10.0	मामले	lwg__psp
2354	12	अदालत	अदालत	n	f	sg	3	o	0_ने	0	-	18.0	दी	k1
2354	13	ने	ने	psp	-	-	-	-	-	-	-	12.0	अदालत	lwg__psp
2354	14	पुलिस	पुलिस	n	f	sg	3	o	0_को	0	-	18.0	दी	k4
2354	15	को	को	psp	-	-	-	-	-	-	-	14.0	पुलिस	lwg__psp
2354	16	यह	यह	pn	any	sg	3	d	-	-	-	17.0	हिदायत	nmod__adj
2354	17	हिदायत	हिदायत	n	f	sg	3	d	0	0	-	18.0	दी	k2
2354	18	दी	दे	v	f	sg	any	-	या	yA	active	0.0	ROOT	main
2354	19	।	।	punc	-	-	-	-	-	-	-	18.0	दी	rsym
2355	1	भंडारकर	भंडारकर	n	any	sg	3	o	0_का	0	-	4.0	जमानत	r6
2355	2	की	का	psp	f	sg	-	o	-	-	-	1.0	भंडारकर	lwg__psp
2355	3	अग्रिम	अग्रिम	adj	any	any	-	o	-	-	-	4.0	जमानत	nmod__adj
2355	4	जमानत	जमानत	n	f	sg	3	o	0_का	0	-	6.0	याचिका	r6
2355	5	की	का	psp	f	sg	-	o	-	-	-	4.0	जमानत	lwg__psp
2355	6	याचिका	याचिका	n	f	sg	3	o	0_पर	0	-	16.0	है	k7
2355	7	पर	पर	psp	-	-	-	-	-	-	-	6.0	याचिका	lwg__psp
2355	8	बुधवार	बुधवार	n	m	sg	3	o	0_को	0	-	16.0	है	k7t
2355	9	को	को	psp	-	-	-	-	-	-	-	8.0	बुधवार	lwg__psp
2355	10	ही	ही	avy	-	-	-	-	-	-	-	8.0	बुधवार	lwg__rp
2355	11	अदालत	अदालत	n	f	sg	3	o	0_का	0	-	13.0	फैसले	r6
2355	12	के	का	psp	m	sg	-	o	-	-	-	11.0	अदालत	lwg__psp
2355	13	फैसले	फैसला	n	m	sg	3	o	0_का	0	-	15.0	उम्मीद	r6
2355	14	की	का	psp	f	sg	-	d	-	-	-	13.0	फैसले	lwg__psp
2355	15	उम्मीद	उम्मीद	n	f	sg	3	d	0	0	-	16.0	है	k1
2355	16	है	है	v	any	sg	3	-	है	hE	active	0.0	ROOT	main
2355	17	।	।	punc	-	-	-	-	-	-	-	16.0	है	rsym
2356	1	हालांकि	हालांकि	avy	-	-	-	-	-	-	-	0.0	ROOT	main
2356	2	मंगलवार	मंगलवार	n	m	sg	3	o	0_को	0	-	7.0	हुई	k7t
2356	3	को	को	psp	-	-	-	-	-	-	-	2.0	मंगलवार	lwg__psp
2356	4	इस	यह	pn	any	sg	3	o	0_पर	0	-	7.0	हुई	k7
2356	5	पर	पर	psp	-	-	-	-	-	-	-	4.0	इस	lwg__psp
2356	6	बहस	बहस	n	f	sg	3	d	0	0	-	7.0	हुई	k1
2356	7	हुई	हो	v	f	sg	any	-	या	yA	active	1.0	हालांकि	ccof
2356	8	जो	जो	pn	any	sg	3	d	0	0	-	13.0	रहेगी	k1
2356	9	बुधवार	बुधवार	n	m	sg	3	o	0_को	0	-	13.0	रहेगी	k7t
2356	10	को	को	psp	-	-	-	-	-	-	-	9.0	बुधवार	lwg__psp
2356	11	भी	भी	avy	-	-	-	-	-	-	-	9.0	बुधवार	lwg__rp
2356	12	जारी	जारी	adj	any	any	-	-	-	-	-	13.0	रहेगी	pof
2356	13	रहेगी	रह	v	f	sg	3	-	गा	gA	active	6.0	बहस	nmod__relc
2356	14	।	।	punc	-	-	-	-	-	-	-	1.0	हालांकि	rsym
2357	1	इससे	यह	pn	any	sg	3	o	0_पूर्व	se	-	18.0	दिए	k7t
2357	2	पूर्व	पूर्व	nst	m	sg	3	d	-	-	-	1.0	इससे	lwg__psp
2357	3	अदालत	अदालत	n	f	sg	3	o	0_ने	0	-	18.0	दिए	k1
2357	4	ने	ने	psp	-	-	-	-	-	-	-	3.0	अदालत	lwg__psp
2357	5	भंडारकर	भंडारकर	n	any	sg	3	o	0_को	0	-	13.0	करने	k2
2357	6	को	को	psp	-	-	-	-	-	-	-	5.0	भंडारकर	lwg__psp
2357	7	बुधवार	बुधवार	n	m	sg	3	o	0_तक_के_लिए	0	-	13.0	करने	rt
2357	8	तक	तक	psp	-	-	-	-	-	-	-	7.0	बुधवार	lwg__psp
2357	9	के	के	psp	-	-	-	-	-	-	-	7.0	बुधवार	lwg__psp
2357	10	लिए	लिए	psp	-	-	-	-	-	-	-	7.0	बुधवार	lwg__psp
2357	11	गिरफ्तार	गिरफ्तार	adj	any	any	-	-	-	-	-	13.0	करने	pof
2357	12	नहीं	नहीं	avy	-	-	-	-	-	-	-	13.0	करने	lwg__neg
2357	13	करने	कर	v	any	pl	any	o	ना_का	nA	-	15.0	पुलिस	r6
2357	14	के	का	psp	m	pl	-	d	-	-	-	13.0	करने	lwg__psp
2357	15	पुलिस	पुलिस	n	f	sg	3	o	0_को	0	-	18.0	दिए	k4
2357	16	को	को	psp	-	-	-	-	-	-	-	15.0	पुलिस	lwg__psp
2357	17	निर्देश	निर्देश	n	m	pl	3	d	0	0	-	18.0	दिए	k2
2357	18	दिए	दे	v	m	pl	any	-	या_था	yA	active	0.0	ROOT	main
2357	19	थे	था	v	m	pl	any	-	था	WA	-	18.0	दिए	lwg__vaux
2357	20	।	।	punc	-	-	-	-	-	-	-	18.0	दिए	rsym
2358	1	भंडारकर	भंडारकर	n	any	sg	3	o	0_ने	0	-	21.0	कहा	k1
2358	2	ने	ने	psp	-	-	-	-	-	-	-	1.0	भंडारकर	lwg__psp
2358	3	उन	वह	pn	any	sg	3h	o	0_पर	0	-	5.0	लगाए	k7
2358	4	पर	पर	psp	-	-	-	-	-	-	-	3.0	उन	lwg__psp
